Date,DAY,MONTH,QUARTER,YEAR,Close,High,Low,Open,Volume
22-01-2016,Friday,January,Q1,2016,10.07199955,10.4989996,9.921999931,10.47200012,268218000
25-01-2016,Monday,January,Q1,2016,9.911999702,10.26799965,9.899999619,9.977999687,203211000
26-01-2016,Tuesday,January,Q1,2016,9.782999992,10.05500031,9.484999657,9.973999977,220839000
27-01-2016,Wednesday,January,Q1,2016,9.114999771,9.784999847,9.059000015,9.661000252,255562000
28-01-2016,Thursday,January,Q1,2016,9.440999985,9.524999619,9.01099968,9.383999825,245623000
29-01-2016,Friday,January,Q1,2016,9.184000015,9.43900013,9.062999725,9.199999809,204639000
01-02-2016,Monday,February,Q1,2016,9.409000397,9.718000412,9.130000114,9.178999901,196845000
02-02-2016,Tuesday,February,Q1,2016,9.149000168,9.664999962,9.072999954,9.553999901,219065000
03-02-2016,Wednesday,February,Q1,2016,9.074000359,9.269000053,8.61400032,9.241000175,274660000
04-02-2016,Thursday,February,Q1,2016,8.970999718,9.125,8.654000282,8.949999809,191086000
05-02-2016,Friday,February,Q1,2016,8.279000282,8.895000458,8.18599987,8.822999954,259293000
08-02-2016,Monday,February,Q1,2016,8.331999779,8.470000267,7.994999886,8.05700016,250356000
09-02-2016,Tuesday,February,Q1,2016,8.612999916,8.840000153,8.154999733,8.175000191,258929000
10-02-2016,Wednesday,February,Q1,2016,8.845000267,9.220999718,8.741999626,8.899999619,231465000
11-02-2016,Thursday,February,Q1,2016,8.635000229,8.838999748,8.291000366,8.741999626,218203000
12-02-2016,Friday,February,Q1,2016,8.739999771,8.972000122,8.526000023,8.663999557,190677000
16-02-2016,Tuesday,February,Q1,2016,8.904999733,9.013999939,8.75399971,8.899999619,163566000
17-02-2016,Wednesday,February,Q1,2016,9.475999832,9.477000237,8.963999748,9.012999535,183238000
18-02-2016,Thursday,February,Q1,2016,9.048999786,9.489999771,9.031000137,9.479999542,176953000
19-02-2016,Friday,February,Q1,2016,8.923000336,9.140000343,8.80300045,8.998000145,142592000
22-02-2016,Monday,February,Q1,2016,9.19299984,9.31099987,8.829999924,9.074999809,163218000
23-02-2016,Tuesday,February,Q1,2016,8.911999702,9.248999596,8.904999733,9.140000343,127444000
24-02-2016,Wednesday,February,Q1,2016,9.161000252,9.175999641,8.670000076,8.850000381,159728000
25-02-2016,Thursday,February,Q1,2016,9.453000069,9.480999947,9.020999908,9.107999802,178988000
26-02-2016,Friday,February,Q1,2016,9.479000092,9.748000145,9.425000191,9.529999733,169752000
29-02-2016,Monday,February,Q1,2016,9.340999603,9.720000267,9.333999634,9.480999947,136631000
01-03-2016,Tuesday,March,Q1,2016,9.829999924,9.916000366,9.361000061,9.458000183,170488000
02-03-2016,Wednesday,March,Q1,2016,9.76099968,9.947999954,9.590000153,9.800999641,191028000
03-03-2016,Thursday,March,Q1,2016,9.793000221,9.835000038,9.538999557,9.782999992,153209000
04-03-2016,Friday,March,Q1,2016,10.15799999,10.22200012,9.831999779,9.876000404,234146000
07-03-2016,Monday,March,Q1,2016,9.548999786,10.1789999,9.524999619,10.10000038,238552000
08-03-2016,Tuesday,March,Q1,2016,9.623000145,9.828000069,9.449999809,9.5,147970000
09-03-2016,Wednesday,March,Q1,2016,9.800000191,9.836999893,9.5,9.68200016,122987000
10-03-2016,Thursday,March,Q1,2016,9.736000061,9.973999977,9.545000076,9.81799984,170021000
11-03-2016,Friday,March,Q1,2016,9.765999794,9.960000038,9.604999542,9.951000214,151143000
14-03-2016,Monday,March,Q1,2016,9.812999725,9.942000389,9.717000008,9.720000267,112519000
15-03-2016,Tuesday,March,Q1,2016,9.786000252,9.850999832,9.642999649,9.786999702,96918000
16-03-2016,Wednesday,March,Q1,2016,9.93500042,9.972999573,9.75,9.753000259,126305000
17-03-2016,Thursday,March,Q1,2016,9.972000122,10.13899994,9.899999619,9.904999733,138250000
18-03-2016,Friday,March,Q1,2016,10.11200047,10.24100018,10.0010004,10.05000019,154535000
21-03-2016,Monday,March,Q1,2016,10.10599995,10.21000004,9.949999809,10.11499977,95785000
22-03-2016,Tuesday,March,Q1,2016,9.984000206,10.15200043,9.920000076,10.04800034,90699000
23-03-2016,Wednesday,March,Q1,2016,9.958999634,10.03899956,9.880999565,9.975000381,83135000
24-03-2016,Thursday,March,Q1,2016,9.836000443,9.885000229,9.706999779,9.86400032,106711000
28-03-2016,Monday,March,Q1,2016,10.12100029,10.14400005,9.781999588,9.833999634,124322000
29-03-2016,Tuesday,March,Q1,2016,10.41300011,10.43299961,10.10000038,10.1079998,160089000
30-03-2016,Wednesday,March,Q1,2016,10.21899986,10.49100018,10.14799976,10.46500015,147050000
31-03-2016,Thursday,March,Q1,2016,10.22299957,10.35299969,10.10499954,10.24300003,97475000
01-04-2016,Friday,April,Q2,2016,10.56999969,10.57900047,10.24699974,10.29300022,141824000
04-04-2016,Monday,April,Q2,2016,10.43500042,10.59200001,10.31999969,10.59000015,109404000
05-04-2016,Tuesday,April,Q2,2016,10.49400043,10.57499981,10.32499981,10.34700012,100609000
06-04-2016,Wednesday,April,Q2,2016,10.4829998,10.64400005,10.42500019,10.52999973,96058000
07-04-2016,Thursday,April,Q2,2016,10.44499969,10.64400005,10.35999966,10.43099976,107749000
08-04-2016,Friday,April,Q2,2016,10.38099957,10.53299999,10.28199959,10.51200008,78576000
11-04-2016,Monday,April,Q2,2016,10.26799965,10.49800014,10.26200008,10.40400028,74513000
12-04-2016,Tuesday,April,Q2,2016,10.69799995,10.72200012,10.22099972,10.31499958,124370000
13-04-2016,Wednesday,April,Q2,2016,10.96500015,11.12800026,10.78800011,10.80000019,167017000
14-04-2016,Thursday,April,Q2,2016,11.04199982,11.16399956,10.91499996,11.0010004,95537000
15-04-2016,Friday,April,Q2,2016,11.15100002,11.18500042,10.97799969,11.06400013,117461000
18-04-2016,Monday,April,Q2,2016,10.84000015,11.06999969,10.60200024,10.98999977,328164000
19-04-2016,Tuesday,April,Q2,2016,9.434000015,10.13700008,9.420000076,9.949000359,557288000
20-04-2016,Wednesday,April,Q2,2016,9.677000046,9.697999954,9.31400013,9.434000015,266135000
21-04-2016,Thursday,April,Q2,2016,9.498000145,9.737999916,9.477999687,9.730999947,199194000
22-04-2016,Friday,April,Q2,2016,9.590000153,9.668999672,9.420999527,9.484999657,158063000
25-04-2016,Monday,April,Q2,2016,9.355999947,9.574999809,9.279999733,9.569999695,149854000
26-04-2016,Tuesday,April,Q2,2016,9.243000031,9.354999542,9.125,9.350000381,153309000
27-04-2016,Wednesday,April,Q2,2016,9.104000092,9.25,9.020999908,9.218000412,122189000
28-04-2016,Thursday,April,Q2,2016,9.027999878,9.267000198,9.008999825,9.149999619,114749000
29-04-2016,Friday,April,Q2,2016,9.003000259,9.055999756,8.821000099,9.050000191,139680000
02-05-2016,Monday,May,Q2,2016,9.31099987,9.32199955,8.98900032,9.041000366,125470000
03-05-2016,Tuesday,May,Q2,2016,9.154000282,9.324999809,9.130000114,9.208000183,105939000
04-05-2016,Wednesday,May,Q2,2016,9.079000473,9.215999603,9.034999847,9.100000381,73947000
05-05-2016,Thursday,May,Q2,2016,8.937000275,9.208000183,8.925000191,9.090999603,103685000
06-05-2016,Friday,May,Q2,2016,9.083999634,9.088000298,8.81099987,8.883000374,104339000
09-05-2016,Monday,May,Q2,2016,9.053999901,9.182999611,8.989999771,9.072999954,95437000
10-05-2016,Tuesday,May,Q2,2016,9.288999557,9.324999809,9.109000206,9.11400032,111759000
11-05-2016,Wednesday,May,Q2,2016,9.001999855,9.258999825,8.989999771,9.239999771,116929000
12-05-2016,Thursday,May,Q2,2016,8.774000168,9.041000366,8.574000359,9.031999588,204081000
13-05-2016,Friday,May,Q2,2016,8.788000107,8.859000206,8.626000404,8.73900032,115714000
16-05-2016,Monday,May,Q2,2016,8.911999702,9,8.614999771,8.755999565,112478000
17-05-2016,Tuesday,May,Q2,2016,8.862999916,9.086999893,8.817000389,8.899999619,115713000
18-05-2016,Wednesday,May,Q2,2016,9.050000191,9.171999931,8.824999809,8.824999809,139118000
19-05-2016,Thursday,May,Q2,2016,8.954999924,9.126999855,8.829999924,9.015999794,114503000
20-05-2016,Friday,May,Q2,2016,9.248999596,9.328000069,8.998000145,9.008000374,150630000
23-05-2016,Monday,May,Q2,2016,9.48900032,9.529000282,9.284999847,9.298000336,139923000
24-05-2016,Tuesday,May,Q2,2016,9.788999557,9.913999557,9.574999809,9.597999573,212460000
25-05-2016,Wednesday,May,Q2,2016,10.02000046,10.03100014,9.829999924,9.899999619,151429000
26-05-2016,Thursday,May,Q2,2016,10.28100014,10.39999962,10.13799953,10.3210001,178247000
27-05-2016,Friday,May,Q2,2016,10.32999992,10.35000038,10.14400005,10.24400043,90921000
31-05-2016,Tuesday,May,Q2,2016,10.25699997,10.34500027,10.2130003,10.29500008,87257000
01-06-2016,Wednesday,June,Q2,2016,10.15100002,10.19200039,10.01599979,10.14999962,83934000
02-06-2016,Thursday,June,Q2,2016,10.125,10.21500015,10.07699966,10.13899994,79924000
03-06-2016,Friday,June,Q2,2016,9.958999634,10.10000038,9.852999687,10.09899998,92240000
06-06-2016,Monday,June,Q2,2016,10.07400036,10.10700035,9.972000122,10.02900028,68281000
07-06-2016,Tuesday,June,Q2,2016,9.98900032,10.16300011,9.977000237,10.11999989,64747000
08-06-2016,Wednesday,June,Q2,2016,9.786000252,10.02799988,9.760000229,10.00199986,94239000
09-06-2016,Thursday,June,Q2,2016,9.708999634,9.843000412,9.666000366,9.722000122,89238000
10-06-2016,Friday,June,Q2,2016,9.375,9.534999847,9.328000069,9.487999916,129079000
13-06-2016,Monday,June,Q2,2016,9.385000229,9.720000267,9.362000465,9.501999855,134843000
14-06-2016,Tuesday,June,Q2,2016,9.411999702,9.579999924,9.326999664,9.416000366,94804000
15-06-2016,Wednesday,June,Q2,2016,9.428999901,9.545999527,9.350000381,9.461000443,76754000
16-06-2016,Thursday,June,Q2,2016,9.543999672,9.555999756,9.324999809,9.418000221,75508000
17-06-2016,Friday,June,Q2,2016,9.444999695,9.576999664,9.420000076,9.574999809,80468000
20-06-2016,Monday,June,Q2,2016,9.380000114,9.588000298,9.364999771,9.522000313,90264000
21-06-2016,Tuesday,June,Q2,2016,9.098999977,9.387999535,9.076999664,9.387000084,151997000
22-06-2016,Wednesday,June,Q2,2016,9.001000404,9.197999954,8.977000237,9.078000069,94547000
23-06-2016,Thursday,June,Q2,2016,9.166000366,9.168000221,8.81499958,9.062000275,108190000
24-06-2016,Friday,June,Q2,2016,8.843999863,9.048999786,8.720999718,8.753000259,112486000
27-06-2016,Monday,June,Q2,2016,8.532999992,8.800000191,8.480999947,8.788000107,137305000
28-06-2016,Tuesday,June,Q2,2016,8.796999931,8.887999535,8.640999794,8.741000175,115456000
29-06-2016,Wednesday,June,Q2,2016,9.105999947,9.19699955,8.869999886,8.967000008,116871000
30-06-2016,Thursday,June,Q2,2016,9.147999763,9.171999931,8.989999771,9.090999603,90990000
01-07-2016,Friday,July,Q3,2016,9.666999817,9.699999809,9.479999542,9.5,161672000
05-07-2016,Tuesday,July,Q3,2016,9.791000366,10.12699986,9.331000328,9.520000458,258794000
06-07-2016,Wednesday,July,Q3,2016,9.460000038,9.600000381,9.354999542,9.503000259,163012000
07-07-2016,Thursday,July,Q3,2016,9.510000229,9.538000107,9.31799984,9.470000267,99135000
08-07-2016,Friday,July,Q3,2016,9.706000328,9.741000175,9.529999733,9.600000381,83354000
11-07-2016,Monday,July,Q3,2016,9.467000008,9.687000275,9.430000305,9.619000435,132762000
12-07-2016,Tuesday,July,Q3,2016,9.597000122,9.671999931,9.409000397,9.506999969,116174000
13-07-2016,Wednesday,July,Q3,2016,9.642999649,9.671999931,9.479999542,9.626000404,87689000
14-07-2016,Thursday,July,Q3,2016,9.802000046,9.826999664,9.680000305,9.699999809,98850000
15-07-2016,Friday,July,Q3,2016,9.838999748,9.869999886,9.741000175,9.852000237,90419000
18-07-2016,Monday,July,Q3,2016,9.880999565,9.984000206,9.723999977,9.843000412,286697000
19-07-2016,Tuesday,July,Q3,2016,8.583999634,8.675000191,8.449999809,8.543000221,556812000
20-07-2016,Wednesday,July,Q3,2016,8.791000366,8.848999977,8.581999779,8.666999817,235251000
21-07-2016,Thursday,July,Q3,2016,8.598999977,8.838000298,8.520999908,8.829999924,160840000
22-07-2016,Friday,July,Q3,2016,8.588999748,8.649999619,8.51099968,8.647999763,113639000
25-07-2016,Monday,July,Q3,2016,8.765999794,8.786999702,8.501000404,8.572999954,141350000
26-07-2016,Tuesday,July,Q3,2016,9.140999794,9.31000042,9.090000153,9.102999687,195776000
27-07-2016,Wednesday,July,Q3,2016,9.204000473,9.206000328,9.010000229,9.149999619,87275000
28-07-2016,Thursday,July,Q3,2016,9.164999962,9.220999718,9.06799984,9.192000389,62277000
29-07-2016,Friday,July,Q3,2016,9.125,9.175000191,9.059000015,9.119000435,69602000
01-08-2016,Monday,August,Q3,2016,9.437000275,9.467000008,9.050000191,9.123000145,106669000
02-08-2016,Tuesday,August,Q3,2016,9.355999947,9.407999992,9.218000412,9.399999619,98362000
03-08-2016,Wednesday,August,Q3,2016,9.31000042,9.467000008,9.255000114,9.328000069,70309000
04-08-2016,Thursday,August,Q3,2016,9.343999863,9.373000145,9.18200016,9.319999695,60434000
05-08-2016,Friday,August,Q3,2016,9.703000069,9.774000168,9.355999947,9.376999855,183648000
08-08-2016,Monday,August,Q3,2016,9.51099968,9.593000412,9.399999619,9.590999603,101354000
09-08-2016,Tuesday,August,Q3,2016,9.399000168,9.581000328,9.347999573,9.512000084,91754000
10-08-2016,Wednesday,August,Q3,2016,9.392999649,9.475000381,9.295000076,9.43999958,65111000
11-08-2016,Thursday,August,Q3,2016,9.588999748,9.633000374,9.437000275,9.460000038,85477000
12-08-2016,Friday,August,Q3,2016,9.659000397,9.682999611,9.508000374,9.55300045,65929000
15-08-2016,Monday,August,Q3,2016,9.531000137,9.690999985,9.524000168,9.682999611,73046000
16-08-2016,Tuesday,August,Q3,2016,9.512000084,9.56099987,9.43999958,9.519000053,63113000
17-08-2016,Wednesday,August,Q3,2016,9.637000084,9.69299984,9.484999657,9.494000435,83156000
18-08-2016,Thursday,August,Q3,2016,9.616000175,9.722000122,9.517000198,9.597999573,72526000
19-08-2016,Friday,August,Q3,2016,9.586999893,9.67800045,9.550999641,9.604999542,69429000
22-08-2016,Monday,August,Q3,2016,9.526000023,9.612999916,9.494999886,9.567000389,58305000
23-08-2016,Tuesday,August,Q3,2016,9.593999863,9.659000397,9.548000336,9.56799984,52391000
24-08-2016,Wednesday,August,Q3,2016,9.517999649,9.63599968,9.491000175,9.612999916,62765000
25-08-2016,Thursday,August,Q3,2016,9.732000351,9.824999809,9.604000092,9.637999535,108231000
26-08-2016,Friday,August,Q3,2016,9.758000374,9.795000076,9.656999588,9.732999802,66176000
29-08-2016,Monday,August,Q3,2016,9.729999542,9.845000267,9.656999588,9.69699955,80084000
30-08-2016,Tuesday,August,Q3,2016,9.744999886,9.885000229,9.713999748,9.784000397,60935000
31-08-2016,Wednesday,August,Q3,2016,9.744999886,9.788000107,9.675999641,9.748000145,46906000
01-09-2016,Thursday,September,Q3,2016,9.737999916,9.798000336,9.692000389,9.781000137,41486000
02-09-2016,Friday,September,Q3,2016,9.737999916,9.81799984,9.701000214,9.789999962,42472000
06-09-2016,Tuesday,September,Q3,2016,10.00899982,10.03199959,9.765000343,9.776000023,90361000
07-09-2016,Wednesday,September,Q3,2016,9.914999962,10.01900005,9.842000008,10.01099968,64685000
08-09-2016,Thursday,September,Q3,2016,9.965999603,10.00500011,9.881999969,9.923000336,52012000
09-09-2016,Friday,September,Q3,2016,9.649999619,9.93900013,9.649999619,9.906000137,73733000
12-09-2016,Monday,September,Q3,2016,9.904999733,9.928999901,9.571000099,9.590999603,77184000
13-09-2016,Tuesday,September,Q3,2016,9.609000206,9.800000191,9.532999992,9.717000008,117881000
14-09-2016,Wednesday,September,Q3,2016,9.701000214,9.835000038,9.696000099,9.734999657,84810000
15-09-2016,Thursday,September,Q3,2016,9.734000206,9.796999931,9.652999878,9.722999573,52935000
16-09-2016,Friday,September,Q3,2016,9.947999954,9.949000359,9.704000473,9.710000038,94451000
19-09-2016,Monday,September,Q3,2016,9.805999756,10.03499985,9.781999588,9.989999771,86162000
20-09-2016,Tuesday,September,Q3,2016,9.824999809,9.916000366,9.765999794,9.878000259,47368000
21-09-2016,Wednesday,September,Q3,2016,9.487999916,9.710000038,9.326000214,9.68999958,200422000
22-09-2016,Thursday,September,Q3,2016,9.583000183,9.588000298,9.423000336,9.553999901,112150000
23-09-2016,Friday,September,Q3,2016,9.593999863,9.69699955,9.543000221,9.574999809,61795000
26-09-2016,Monday,September,Q3,2016,9.456000328,9.538000107,9.404000282,9.538000107,67392000
27-09-2016,Tuesday,September,Q3,2016,9.706999779,9.763999939,9.5,9.50399971,96801000
28-09-2016,Wednesday,September,Q3,2016,9.748000145,9.758999825,9.602000237,9.710000038,72351000
29-09-2016,Thursday,September,Q3,2016,9.666999817,9.831000328,9.659999847,9.730999947,62176000
30-09-2016,Friday,September,Q3,2016,9.854999542,9.953000069,9.678999901,9.68999958,98079000
03-10-2016,Monday,October,Q4,2016,10.26299953,10.33899975,9.800000191,9.800000191,153445000
04-10-2016,Tuesday,October,Q4,2016,10.23400021,10.44400024,10.18599987,10.31900024,121431000
05-10-2016,Wednesday,October,Q4,2016,10.62800026,10.69699955,10.34300041,10.35000038,129429000
06-10-2016,Thursday,October,Q4,2016,10.50699997,10.54699993,10.38799953,10.49699974,65877000
07-10-2016,Friday,October,Q4,2016,10.48200035,10.64999962,10.35499954,10.39799976,86595000
10-10-2016,Monday,October,Q4,2016,10.33300018,10.45300007,10.27600002,10.31799984,66997000
11-10-2016,Tuesday,October,Q4,2016,10.05900002,10.28999996,9.986000061,10.23099995,90329000
12-10-2016,Wednesday,October,Q4,2016,9.949999809,10.24699974,9.921999931,10.0880003,74265000
13-10-2016,Thursday,October,Q4,2016,10.02299976,10.05000019,9.762999535,9.800999641,83193000
14-10-2016,Friday,October,Q4,2016,10.14700031,10.21000004,10.03499985,10.1590004,95311000
17-10-2016,Monday,October,Q4,2016,9.979999542,10.07299995,9.838000298,10.05000019,265895000
18-10-2016,Tuesday,October,Q4,2016,11.87899971,11.98200035,11.64999962,11.66300011,421682000
19-10-2016,Wednesday,October,Q4,2016,12.18700027,12.24499989,11.80000019,11.82499981,219817000
20-10-2016,Thursday,October,Q4,2016,12.33500004,12.375,12.10599995,12.19699955,144928000
21-10-2016,Friday,October,Q4,2016,12.75,12.78499985,12.23099995,12.25,188324000
24-10-2016,Monday,October,Q4,2016,12.7329998,12.9289999,12.61499977,12.74199963,159807000
25-10-2016,Tuesday,October,Q4,2016,12.65100002,12.80599976,12.57499981,12.65200043,82539000
26-10-2016,Wednesday,October,Q4,2016,12.69699955,12.87199974,12.57499981,12.62899971,86024000
27-10-2016,Thursday,October,Q4,2016,12.64700031,12.81799984,12.59300041,12.74300003,69142000
28-10-2016,Friday,October,Q4,2016,12.65699959,12.89299965,12.60099983,12.6079998,70773000
31-10-2016,Monday,October,Q4,2016,12.48700047,12.68999958,12.43999958,12.68500042,65175000
01-11-2016,Tuesday,November,Q4,2016,12.32999992,12.58300018,12.18000031,12.49800014,69786000
02-11-2016,Wednesday,November,Q4,2016,12.23400021,12.40699959,12.18299961,12.28299999,48165000
03-11-2016,Thursday,November,Q4,2016,12.21399975,12.37199974,12.18400002,12.23099995,50413000
04-11-2016,Friday,November,Q4,2016,12.20300007,12.34300041,12.1619997,12.19999981,50777000
07-11-2016,Monday,November,Q4,2016,12.45800018,12.57499981,12.33699989,12.42599964,58271000
08-11-2016,Tuesday,November,Q4,2016,12.43400002,12.58100033,12.32199955,12.4119997,46908000
09-11-2016,Wednesday,November,Q4,2016,12.21899986,12.36499977,12.08600044,12.18400002,77057000
10-11-2016,Thursday,November,Q4,2016,11.54199982,12.29699993,11.36999989,12.27600002,197187000
11-11-2016,Friday,November,Q4,2016,11.47799969,11.66300011,11.31099987,11.48999977,110803000
14-11-2016,Monday,November,Q4,2016,11.3380003,11.59000015,11.06799984,11.47500038,99324000
15-11-2016,Tuesday,November,Q4,2016,11.35900021,11.64099979,11.30900002,11.45499992,74451000
16-11-2016,Wednesday,November,Q4,2016,11.51900005,11.61200047,11.18099976,11.29599953,59337000
17-11-2016,Thursday,November,Q4,2016,11.50300026,11.68099976,11.35599995,11.51299953,62327000
18-11-2016,Friday,November,Q4,2016,11.52099991,11.6420002,11.35099983,11.57299995,67468000
21-11-2016,Monday,November,Q4,2016,11.79599953,11.87199974,11.61900043,11.61999989,70645000
22-11-2016,Tuesday,November,Q4,2016,11.8039999,11.9460001,11.69799995,11.83199978,70072000
23-11-2016,Wednesday,November,Q4,2016,11.76900005,11.88899994,11.73099995,11.77600002,45213000
25-11-2016,Friday,November,Q4,2016,11.74100018,11.83899975,11.71800041,11.76399994,16163000
28-11-2016,Monday,November,Q4,2016,11.69299984,11.76200008,11.5710001,11.70499992,52789000
29-11-2016,Tuesday,November,Q4,2016,11.7510004,11.91800022,11.7130003,11.72999954,70823000
30-11-2016,Wednesday,November,Q4,2016,11.69999981,12.0369997,11.63899994,11.89999962,77151000
01-12-2016,Thursday,December,Q4,2016,11.72200012,11.86800003,11.39500046,11.75199986,86369000
02-12-2016,Friday,December,Q4,2016,12.08100033,12.09799957,11.67500019,11.67500019,89536000
05-12-2016,Monday,December,Q4,2016,11.91600037,12.07499981,11.84000015,12.07299995,76263000
06-12-2016,Tuesday,December,Q4,2016,12.45699978,12.47900009,11.94200039,12.01000023,115132000
07-12-2016,Wednesday,December,Q4,2016,12.53899956,12.57499981,12.32499981,12.44799995,82047000
08-12-2016,Thursday,December,Q4,2016,12.32400036,12.63500023,12.2159996,12.53999996,89877000
09-12-2016,Friday,December,Q4,2016,12.28800011,12.43000031,12.17300034,12.37800026,47008000
12-12-2016,Monday,December,Q4,2016,12.28299999,12.40299988,12.22999954,12.2840004,39176000
13-12-2016,Tuesday,December,Q4,2016,12.37800026,12.50899982,12.27799988,12.35099983,55645000
14-12-2016,Wednesday,December,Q4,2016,12.34399986,12.43999958,12.25,12.34300041,61103000
15-12-2016,Thursday,December,Q4,2016,12.5,12.74300003,12.29500008,12.34399986,73762000
16-12-2016,Friday,December,Q4,2016,12.42199993,12.66800022,12.40100002,12.63899994,78680000
19-12-2016,Monday,December,Q4,2016,12.54500008,12.64400005,12.2869997,12.43000031,48673000
20-12-2016,Tuesday,December,Q4,2016,12.51200008,12.63000011,12.46399975,12.54599953,39378000
21-12-2016,Wednesday,December,Q4,2016,12.64999962,12.77400017,12.5,12.55300045,65148000
22-12-2016,Thursday,December,Q4,2016,12.55799961,12.75,12.51799965,12.68400002,41607000
23-12-2016,Friday,December,Q4,2016,12.55900002,12.62800026,12.50800037,12.56099987,20104000
27-12-2016,Tuesday,December,Q4,2016,12.83500004,12.90499973,12.56999969,12.6239996,52882000
28-12-2016,Wednesday,December,Q4,2016,12.58899975,12.90699959,12.57600021,12.90699959,43892000
29-12-2016,Thursday,December,Q4,2016,12.53299999,12.61400032,12.42000008,12.59500027,34451000
30-12-2016,Friday,December,Q4,2016,12.38000011,12.65699959,12.35999966,12.6239996,44554000
03-01-2017,Tuesday,January,Q1,2017,12.7489996,12.81900024,12.43099976,12.49600029,94379000
04-01-2017,Wednesday,January,Q1,2017,12.94099998,13.0170002,12.65499973,12.7489996,78436000
05-01-2017,Thursday,January,Q1,2017,13.18099976,13.27499962,12.89000034,12.92199993,101855000
06-01-2017,Friday,January,Q1,2017,13.10700035,13.38799953,12.98099995,13.20800018,106579000
09-01-2017,Monday,January,Q1,2017,13.09500027,13.19900036,12.98900032,13.14799976,57718000
10-01-2017,Tuesday,January,Q1,2017,12.98900032,13.22200012,12.9289999,13.12699986,59858000
11-01-2017,Wednesday,January,Q1,2017,13.05000019,13.14999962,12.92500019,13.0909996,56151000
12-01-2017,Thursday,January,Q1,2017,12.91800022,13.08500004,12.85000038,13.06299973,53889000
13-01-2017,Friday,January,Q1,2017,13.36999989,13.39299965,13.05799961,13.11499977,105150000
17-01-2017,Tuesday,January,Q1,2017,13.28899956,13.53999996,13.20899963,13.50399971,122202000
18-01-2017,Wednesday,January,Q1,2017,13.32600021,13.36499977,13.10599995,13.3210001,161686000
19-01-2017,Thursday,January,Q1,2017,13.8409996,14.34599972,13.82499981,14.20100021,232034000
20-01-2017,Friday,January,Q1,2017,13.85999966,14.07900047,13.76599979,13.93599987,94974000
23-01-2017,Monday,January,Q1,2017,13.73900032,13.94900036,13.73099995,13.86499977,74339000
24-01-2017,Tuesday,January,Q1,2017,14.01099968,14.09300041,13.70300007,13.81099987,77547000
25-01-2017,Wednesday,January,Q1,2017,13.95199966,14.13899994,13.90499973,14.07999992,72381000
26-01-2017,Thursday,January,Q1,2017,13.89599991,14.12100029,13.85099983,14.04500008,60383000
27-01-2017,Friday,January,Q1,2017,14.24499989,14.2489996,13.89999962,13.9460001,83239000
30-01-2017,Monday,January,Q1,2017,14.12199974,14.19699955,13.88000011,14.17700005,81225000
31-01-2017,Tuesday,January,Q1,2017,14.0710001,14.18299961,13.97000027,14.05500031,44116000
01-02-2017,Wednesday,February,Q1,2017,14.07800007,14.24100018,13.93000031,14.11999989,60334000
02-02-2017,Thursday,February,Q1,2017,13.92000008,14.10400009,13.90499973,14.06099987,34624000
03-02-2017,Friday,February,Q1,2017,14.02499962,14.06400013,13.90999985,13.95100021,35126000
06-02-2017,Monday,February,Q1,2017,14.09700012,14.10000038,13.91600037,14,35521000
07-02-2017,Tuesday,February,Q1,2017,14.39999962,14.42800045,14.10499954,14.14900017,85735000
08-02-2017,Wednesday,February,Q1,2017,14.47399998,14.50699997,14.25599957,14.35700035,68871000
09-02-2017,Thursday,February,Q1,2017,14.41399956,14.50899982,14.3579998,14.49800014,45551000
10-02-2017,Friday,February,Q1,2017,14.48200035,14.52999973,14.39700031,14.46800041,61719000
13-02-2017,Monday,February,Q1,2017,14.31999969,14.59500027,14.30500031,14.51900005,47904000
14-02-2017,Tuesday,February,Q1,2017,14.08199978,14.41100025,14.00500011,14.31999969,83678000
15-02-2017,Wednesday,February,Q1,2017,14.22700024,14.24300003,14.05099964,14.07199955,53091000
16-02-2017,Thursday,February,Q1,2017,14.20100021,14.24400043,14.10700035,14.24199963,28475000
17-02-2017,Friday,February,Q1,2017,14.22200012,14.28999996,14.12699986,14.17500019,45881000
21-02-2017,Tuesday,February,Q1,2017,14.26000023,14.3380003,14.18099976,14.29899979,35715000
22-02-2017,Wednesday,February,Q1,2017,14.38599968,14.39999962,14.21700001,14.29199982,34820000
23-02-2017,Thursday,February,Q1,2017,14.27799988,14.44900036,14.15200043,14.44499969,46680000
24-02-2017,Friday,February,Q1,2017,14.32499981,14.35599995,14.15499973,14.18799973,33027000
27-02-2017,Monday,February,Q1,2017,14.3409996,14.3920002,14.23799992,14.31200027,39074000
28-02-2017,Tuesday,February,Q1,2017,14.2130003,14.35700035,14.18500042,14.32999992,38622000
01-03-2017,Wednesday,March,Q1,2017,14.26500034,14.32600021,14.21000004,14.2840004,41706000
02-03-2017,Thursday,March,Q1,2017,13.95300007,14.27000046,13.9090004,14.21500015,61199000
03-03-2017,Friday,March,Q1,2017,13.91399956,14.0909996,13.82600021,13.96899986,53998000
06-03-2017,Monday,March,Q1,2017,14.19400024,14.2840004,14.0539999,14.10000038,71161000
07-03-2017,Tuesday,March,Q1,2017,14.14299965,14.23999977,14.03800011,14.19900036,42410000
08-03-2017,Wednesday,March,Q1,2017,14.03199959,14.20600033,13.97700024,14.14700031,40855000
09-03-2017,Thursday,March,Q1,2017,14.05300045,14.1239996,13.97399998,14.00399971,26527000
